candidate_id,name,experience_years,education_level,in_salary_expectation,in_preferred_seniority,in_preferred_industries,in_preferred_locations,in_true_skills,resume_skills_raw,in_quality_score
C03563,Candidate_3563,5,Bachelor,152628,Senior,"[""Energy"", ""Transportation""]","[""San Francisco, CA"", ""Austin, TX"", ""Atlanta, GA""]","[""Machine Learning"", ""Docker"", ""NLP""]","[""kubernetes"", ""natural language processing""]",0.583
C03564,Candidate_3564,2,Bachelor,130944,Mid,"[""Media"", ""Retail"", ""Energy""]","[""Austin, TX"", ""Chicago, IL"", ""Los Angeles, CA""]","[""NLP"", ""Data Analysis"", ""Machine Learning"", ""Project Management"", ""Excel""]","[""natural language processing"", ""data analytics"", ""AI/ML"", ""agile"", ""spreadsheets""]",0.901
C03565,Candidate_3565,13,Bachelor,205708,Lead,"[""Finance"", ""Retail""]","[""Remote"", ""Atlanta, GA"", ""Seattle, WA""]","[""Communication"", ""TensorFlow"", ""Statistics""]","[""communication"", ""tensorflow"", ""Statistics""]",0.668
C03566,Candidate_3566,18,Bachelor,217933,Lead,"[""Technology"", ""Finance""]","[""New York, NY""]","[""Machine Learning"", ""Leadership"", ""Cloud"", ""JavaScript"", ""R""]","[""machine learning"", ""team lead"", ""Cloud"", ""node.js""]",0.697
C03567,Candidate_3567,4,Associate,117041,Mid,"[""Energy""]","[""Los Angeles, CA"", ""Boston, MA"", ""San Francisco, CA"", ""New York, NY""]","[""Statistics"", ""Leadership"", ""TensorFlow"", ""NLP""]","[""statistics"", ""leadership"", ""pytorch"", ""nlp""]",0.544
C03568,Candidate_3568,17,Bachelor,149549,Lead,"[""Energy"", ""Transportation""]","[""Denver, CO""]","[""Data Analysis"", ""R"", ""Tableau"", ""Docker"", ""Communication"", ""Project Management""]","[""Data Analysis"", ""R programming"", ""dataviz"", ""scrum""]",0.84
C03569,Candidate_3569,7,Bachelor,181767,Senior,"[""Healthcare"", ""Consulting"", ""Technology""]","[""Atlanta, GA""]","[""Data Analysis"", ""Leadership"", ""Communication"", ""JavaScript"", ""Statistics"", ""SQL"", ""TensorFlow""]","[""analytics"", ""Leadership"", ""presentation"", ""js"", ""statistics"", ""sql"", ""tf""]",0.539
C03570,Candidate_3570,16,Bachelor,202010,Lead,"[""Consulting"", ""Transportation""]","[""Remote""]","[""TensorFlow"", ""Machine Learning"", ""Excel"", ""Data Analysis"", ""Python"", ""Project Management"", ""Communication""]","[""tensorflow"", ""Machine Learning"", ""Excel"", ""data analytics"", ""python"", ""PM"", ""Communication""]",0.872
C03571,Candidate_3571,14,Master,216563,Lead,"[""Consulting"", ""Retail"", ""Media""]","[""Austin, TX""]","[""Excel"", ""R"", ""Leadership"", ""Docker""]","[""Excel"", ""R"", ""people management"", ""docker""]",0.577
C03572,Candidate_3572,10,Bachelor,203670,Lead,"[""Technology""]","[""Seattle, WA""]","[""Leadership"", ""Excel"", ""Communication"", ""R""]","[""Communication"", ""R programming""]",0.616
C03573,Candidate_3573,9,Bachelor,157389,Senior,"[""Finance"", ""Healthcare"", ""Energy""]","[""Denver, CO"", ""Seattle, WA"", ""Remote""]","[""R"", ""Leadership"", ""Java""]","[""R programming"", ""team lead"", ""java""]",0.416
C03574,Candidate_3574,12,Master,221306,Lead,"[""Technology"", ""Consulting"", ""Healthcare""]","[""San Francisco, CA"", ""Los Angeles, CA"", ""Atlanta, GA"", ""Denver, CO""]","[""TensorFlow"", ""Machine Learning"", ""Docker"", ""Leadership"", ""Project Management"", ""Statistics""]","[""tensorflow"", ""deep learning"", ""kubernetes"", ""leadership"", ""stats""]",0.449
C03575,Candidate_3575,2,Bachelor,100622,Mid,"[""Transportation"", ""Retail""]","[""Denver, CO"", ""Remote"", ""Boston, MA""]","[""Data Analysis"", ""Excel"", ""TensorFlow"", ""Leadership"", ""Project Management"", ""SQL""]","[""data analytics"", ""Excel"", ""pytorch"", ""people management"", ""PM""]",0.686
C03576,Candidate_3576,19,Bachelor,181827,Lead,"[""Media"", ""Finance"", ""Technology""]","[""Boston, MA""]","[""Docker"", ""Python"", ""Statistics"", ""Cloud"", ""Communication""]","[""k8s"", ""Python"", ""statistics"", ""azure"", ""Communication""]",0.601
C03577,Candidate_3577,19,Bachelor,201310,Lead,"[""Transportation"", ""Retail"", ""Consulting""]","[""New York, NY"", ""Chicago, IL""]","[""SQL"", ""Java"", ""Tableau"", ""Project Management"", ""Communication"", ""NLP""]","[""SQL"", ""java"", ""dataviz"", ""Project Management"", ""nlp""]",0.645
C03578,Candidate_3578,0,Master,57421,Entry,"[""Retail""]","[""Boston, MA"", ""San Francisco, CA"", ""Austin, TX""]","[""Statistics"", ""SQL"", ""Machine Learning"", ""Docker"", ""NLP"", ""JavaScript""]","[""Statistics"", ""postgres"", ""ML"", ""kubernetes"", ""nlp"", ""js""]",0.752
C03579,Candidate_3579,18,Master,216171,Lead,"[""Transportation""]","[""Seattle, WA"", ""San Francisco, CA"", ""Denver, CO""]","[""Project Management"", ""R"", ""Communication"", ""Data Analysis"", ""Leadership"", ""Cloud""]","[""project management"", ""R programming"", ""presentation"", ""Leadership"", ""gcp""]",0.798
C03580,Candidate_3580,13,Master,159760,Lead,"[""Consulting""]","[""Seattle, WA""]","[""Java"", ""Communication"", ""TensorFlow"", ""SQL"", ""NLP""]","[""java"", ""Communication"", ""TensorFlow"", ""NLP""]",0.474
C03581,Candidate_3581,4,Master,118912,Mid,"[""Manufacturing"", ""Media""]","[""Los Angeles, CA"", ""Atlanta, GA"", ""San Francisco, CA""]","[""Docker"", ""Python"", ""Excel"", ""NLP""]","[""docker"", ""Python"", ""nlp""]",0.486
C03582,Candidate_3582,13,Bachelor,189873,Lead,"[""Consulting"", ""Energy""]","[""New York, NY""]","[""Data Analysis"", ""NLP"", ""Java"", ""Communication"", ""Tableau"", ""Statistics""]","[""Data Analysis"", ""NLP"", ""Java"", ""communication"", ""dataviz"", ""statistical analysis""]",0.723
C03583,Candidate_3583,5,Associate,133506,Senior,"[""Energy""]","[""New York, NY"", ""Atlanta, GA"", ""Austin, TX"", ""Los Angeles, CA""]","[""Docker"", ""Tableau"", ""Java"", ""TensorFlow"", ""JavaScript"", ""Cloud""]","[""Docker"", ""Tableau"", ""Java"", ""tensorflow""]",0.535
C03584,Candidate_3584,11,Associate,235001,Lead,"[""Transportation"", ""Energy""]","[""New York, NY"", ""San Francisco, CA""]","[""TensorFlow"", ""Java"", ""Python"", ""Docker"", ""Tableau"", ""Project Management"", ""Leadership""]","[""TensorFlow"", ""Java"", ""Python3"", ""Docker"", ""dataviz"", ""Project Management"", ""leadership""]",0.443
C03585,Candidate_3585,16,Master,196810,Lead,"[""Education""]","[""Los Angeles, CA"", ""Atlanta, GA"", ""Boston, MA"", ""Chicago, IL""]","[""Communication"", ""SQL"", ""JavaScript"", ""Project Management"", ""Cloud"", ""Excel"", ""Java""]","[""communication"", ""sql"", ""react"", ""scrum"", ""Cloud"", ""Excel"", ""java""]",0.465
C03586,Candidate_3586,5,Bachelor,132875,Senior,"[""Technology""]","[""Boston, MA"", ""Chicago, IL"", ""Remote""]","[""NLP"", ""JavaScript"", ""R""]","[""text mining"", ""node.js"", ""r""]",0.735
C03587,Candidate_3587,0,Bachelor,66657,Entry,"[""Retail"", ""Finance"", ""Consulting""]","[""Boston, MA"", ""Austin, TX"", ""Los Angeles, CA"", ""Denver, CO""]","[""Cloud"", ""TensorFlow"", ""JavaScript""]","[""AWS"", ""tensorflow"", ""js""]",0.583
C03588,Candidate_3588,19,PhD,205187,Lead,"[""Retail"", ""Manufacturing"", ""Healthcare""]","[""Los Angeles, CA""]","[""NLP"", ""Project Management"", ""SQL"", ""Data Analysis""]","[""natural language processing"", ""PostgreSQL""]",0.715
C03589,Candidate_3589,12,Bachelor,203170,Lead,"[""Technology""]","[""San Francisco, CA"", ""Boston, MA""]","[""Communication"", ""Docker"", ""Machine Learning"", ""TensorFlow""]","[""Communication"", ""kubernetes"", ""deep learning"", ""TensorFlow""]",0.824
C03590,Candidate_3590,19,Bachelor,173599,Lead,"[""Manufacturing"", ""Finance""]","[""Boston, MA"", ""Seattle, WA""]","[""Project Management"", ""Cloud"", ""SQL"", ""NLP""]","[""scrum"", ""AWS"", ""MySQL""]",0.574
C03591,Candidate_3591,2,Master,86268,Mid,"[""Transportation"", ""Manufacturing"", ""Finance""]","[""Austin, TX""]","[""Excel"", ""Leadership"", ""R"", ""Cloud"", ""Communication""]","[""excel"", ""team lead"", ""R"", ""gcp"", ""presentation""]",0.732
C03592,Candidate_3592,20,Bachelor,204287,Lead,"[""Transportation"", ""Media"", ""Education""]","[""Atlanta, GA"", ""Remote"", ""Denver, CO"", ""Chicago, IL""]","[""Project Management"", ""SQL"", ""Statistics"", ""JavaScript""]","[""Project Management"", ""SQL"", ""Statistics"", ""js""]",0.506
C03593,Candidate_3593,14,Master,179809,Lead,"[""Transportation""]","[""Chicago, IL""]","[""Java"", ""JavaScript"", ""R"", ""Leadership"", ""Excel"", ""Project Management""]","[""Java"", ""JavaScript"", ""R programming"", ""leadership"", ""excel"", ""project management""]",0.712
C03594,Candidate_3594,12,Bachelor,206916,Lead,"[""Education"", ""Manufacturing""]","[""San Francisco, CA"", ""Austin, TX"", ""Denver, CO"", ""Remote""]","[""Communication"", ""Docker"", ""Python"", ""SQL"", ""Machine Learning""]","[""Communication"", ""kubernetes"", ""MySQL"", ""deep learning""]",0.508
C03595,Candidate_3595,13,PhD,177630,Lead,"[""Finance""]","[""New York, NY"", ""Chicago, IL"", ""Los Angeles, CA"", ""Remote""]","[""Java"", ""Project Management"", ""JavaScript"", ""TensorFlow""]","[""java"", ""js""]",0.475
C03596,Candidate_3596,16,Master,189531,Lead,"[""Energy"", ""Manufacturing""]","[""Atlanta, GA"", ""Chicago, IL"", ""San Francisco, CA""]","[""JavaScript"", ""Excel"", ""Tableau"", ""R"", ""Data Analysis"", ""NLP"", ""Machine Learning""]","[""js"", ""spreadsheets"", ""tableau"", ""R programming"", ""data analytics"", ""nlp"", ""deep learning""]",0.563
C03597,Candidate_3597,13,Master,237406,Lead,"[""Consulting"", ""Energy"", ""Healthcare""]","[""Boston, MA"", ""Austin, TX"", ""Remote""]","[""Project Management"", ""Docker"", ""Python"", ""JavaScript"", ""Communication"", ""Data Analysis""]","[""agile"", ""Docker"", ""py"", ""react"", ""presentation"", ""Data Analysis""]",0.744
C03598,Candidate_3598,17,Bachelor,207805,Lead,"[""Finance""]","[""Denver, CO"", ""Austin, TX"", ""Atlanta, GA""]","[""R"", ""Excel"", ""JavaScript"", ""Docker"", ""Java""]","[""R"", ""spreadsheets"", ""Docker"", ""Java""]",0.472
C03599,Candidate_3599,4,Bachelor,93805,Mid,"[""Consulting""]","[""Atlanta, GA"", ""San Francisco, CA"", ""Denver, CO"", ""Chicago, IL""]","[""Communication"", ""Data Analysis"", ""Cloud"", ""Project Management""]","[""presentation"", ""Cloud"", ""project management""]",0.638
C03600,Candidate_3600,14,Bachelor,225626,Lead,"[""Energy"", ""Consulting"", ""Transportation""]","[""Denver, CO""]","[""R"", ""Docker"", ""NLP"", ""JavaScript""]","[""kubernetes""]",0.494
C03601,Candidate_3601,19,Master,211953,Lead,"[""Finance"", ""Retail"", ""Energy""]","[""Boston, MA"", ""Austin, TX""]","[""Machine Learning"", ""Excel"", ""TensorFlow"", ""JavaScript"", ""Statistics""]","[""machine learning"", ""Excel"", ""TensorFlow"", ""javascript"", ""statistics""]",0.464
C03602,Candidate_3602,13,Master,194811,Lead,"[""Education"", ""Manufacturing""]","[""Seattle, WA"", ""New York, NY"", ""Austin, TX""]","[""NLP"", ""Java"", ""SQL"", ""R"", ""TensorFlow""]","[""natural language processing"", ""Java"", ""tensorflow""]",0.782
C03603,Candidate_3603,19,Master,237926,Lead,"[""Transportation"", ""Media""]","[""Austin, TX"", ""Los Angeles, CA"", ""Remote""]","[""NLP"", ""JavaScript"", ""Tableau"", ""Excel""]","[""natural language processing"", ""JavaScript"", ""Tableau""]",0.532
C03604,Candidate_3604,3,Bachelor,108634,Mid,"[""Energy""]","[""San Francisco, CA"", ""Seattle, WA"", ""Chicago, IL"", ""Denver, CO""]","[""R"", ""SQL"", ""Statistics""]","[""R"", ""PostgreSQL""]",0.814
C03605,Candidate_3605,16,High School,212537,Lead,"[""Retail""]","[""Remote""]","[""Docker"", ""SQL"", ""NLP"", ""Cloud""]","[""postgres"", ""nlp"", ""azure""]",0.523
C03606,Candidate_3606,9,Master,163040,Senior,"[""Healthcare""]","[""Chicago, IL""]","[""Statistics"", ""Machine Learning"", ""Java"", ""Excel"", ""R"", ""NLP"", ""Python""]","[""statistical analysis"", ""Machine Learning"", ""java"", ""excel"", ""R"", ""Python""]",0.775
C03607,Candidate_3607,0,Bachelor,86015,Entry,"[""Consulting"", ""Healthcare""]","[""Boston, MA"", ""Remote"", ""New York, NY""]","[""Project Management"", ""R"", ""Java"", ""Tableau"", ""SQL"", ""Cloud""]","[""PM"", ""r"", ""java"", ""data visualization"", ""azure""]",0.685
C03608,Candidate_3608,20,Bachelor,198384,Lead,"[""Education"", ""Healthcare"", ""Retail""]","[""Denver, CO"", ""Los Angeles, CA"", ""New York, NY""]","[""Java"", ""Machine Learning"", ""R"", ""Leadership"", ""JavaScript"", ""Docker""]","[""java"", ""deep learning"", ""r"", ""team lead"", ""react""]",0.383
C03609,Candidate_3609,14,Bachelor,165979,Lead,"[""Energy""]","[""Atlanta, GA"", ""Boston, MA"", ""New York, NY"", ""Denver, CO""]","[""Excel"", ""Communication"", ""R"", ""Tableau"", ""Python"", ""NLP""]","[""Excel"", ""presentation"", ""R programming"", ""Tableau"", ""python"", ""natural language processing""]",0.669
C03610,Candidate_3610,8,Bachelor,165584,Senior,"[""Retail""]","[""Austin, TX"", ""Seattle, WA"", ""Atlanta, GA""]","[""Java"", ""NLP"", ""Tableau""]","[""Java"", ""text mining"", ""Tableau""]",0.629
C03611,Candidate_3611,13,Master,204372,Lead,"[""Retail"", ""Finance"", ""Energy""]","[""Seattle, WA""]","[""Docker"", ""NLP"", ""Communication"", ""JavaScript"", ""TensorFlow"", ""SQL""]","[""Docker"", ""text mining"", ""presentation"", ""react"", ""pytorch"", ""PostgreSQL""]",0.489
C03612,Candidate_3612,3,PhD,107166,Mid,"[""Energy"", ""Finance""]","[""Denver, CO"", ""San Francisco, CA"", ""Boston, MA"", ""Atlanta, GA""]","[""Data Analysis"", ""Excel"", ""Tableau"", ""R""]","[""analytics"", ""Excel"", ""tableau""]",0.739
C03613,Candidate_3613,8,High School,166778,Senior,"[""Education""]","[""Remote"", ""Denver, CO""]","[""SQL"", ""Cloud"", ""Excel"", ""Statistics"", ""Python"", ""Docker""]","[""sql"", ""azure"", ""statistics"", ""Python3"", ""Docker""]",0.752
C03614,Candidate_3614,1,Bachelor,75458,Entry,"[""Finance""]","[""Seattle, WA"", ""Remote"", ""Chicago, IL""]","[""JavaScript"", ""Data Analysis"", ""R""]","[""javascript"", ""data analysis"", ""R programming""]",0.676
C03615,Candidate_3615,5,Master,153347,Senior,"[""Energy""]","[""Denver, CO"", ""Austin, TX"", ""Boston, MA"", ""New York, NY""]","[""Project Management"", ""Docker"", ""R"", ""Tableau""]","[""Project Management"", ""k8s"", ""r"", ""Tableau""]",0.594
C03616,Candidate_3616,9,High School,178883,Senior,"[""Consulting"", ""Energy"", ""Manufacturing""]","[""Seattle, WA"", ""Austin, TX"", ""Remote""]","[""JavaScript"", ""Docker"", ""Python"", ""Tableau"", ""Cloud"", ""Data Analysis"", ""Machine Learning""]","[""JavaScript"", ""kubernetes"", ""py"", ""data visualization"", ""Cloud""]",0.882
C03617,Candidate_3617,12,Associate,194377,Lead,"[""Healthcare"", ""Retail""]","[""New York, NY"", ""Austin, TX"", ""Chicago, IL"", ""Los Angeles, CA""]","[""Communication"", ""NLP"", ""Project Management"", ""Excel"", ""Tableau"", ""Data Analysis"", ""R""]","[""presentation"", ""natural language processing"", ""scrum"", ""Excel"", ""Tableau"", ""data analytics""]",0.671
C03618,Candidate_3618,8,Bachelor,132268,Senior,"[""Finance""]","[""San Francisco, CA"", ""Remote""]","[""Communication"", ""Project Management"", ""Data Analysis"", ""Leadership"", ""Machine Learning""]","[""scrum"", ""Data Analysis"", ""people management"", ""deep learning""]",0.771
C03619,Candidate_3619,2,PhD,103012,Mid,"[""Technology"", ""Manufacturing"", ""Consulting""]","[""Atlanta, GA"", ""Chicago, IL"", ""Remote"", ""Denver, CO""]","[""SQL"", ""NLP"", ""Tableau"", ""Excel""]","[""MySQL"", ""dataviz"", ""Excel""]",0.673
C03620,Candidate_3620,1,High School,86337,Entry,"[""Retail""]","[""Boston, MA"", ""Austin, TX""]","[""Excel"", ""Statistics"", ""TensorFlow""]","[""Excel"", ""statistics"", ""tf""]",0.882
C03621,Candidate_3621,12,Bachelor,229148,Lead,"[""Finance"", ""Technology"", ""Consulting""]","[""Los Angeles, CA"", ""New York, NY""]","[""Communication"", ""NLP"", ""SQL"", ""JavaScript"", ""R"", ""Machine Learning"", ""Cloud""]","[""presentation"", ""natural language processing"", ""sql"", ""node.js"", ""R programming"", ""machine learning"", ""Cloud""]",0.632
C03622,Candidate_3622,10,Master,168815,Lead,"[""Media"", ""Consulting"", ""Manufacturing""]","[""Austin, TX""]","[""JavaScript"", ""Python"", ""NLP"", ""Excel"", ""Communication""]","[""js"", ""python"", ""excel"", ""presentation""]",0.683
C03623,Candidate_3623,14,Bachelor,170446,Lead,"[""Healthcare"", ""Retail"", ""Manufacturing""]","[""Boston, MA"", ""Seattle, WA"", ""Austin, TX"", ""Atlanta, GA""]","[""Python"", ""SQL"", ""NLP"", ""Statistics"", ""Leadership"", ""Machine Learning""]","[""python"", ""nlp"", ""Statistics"", ""Machine Learning""]",0.95
C03624,Candidate_3624,12,Master,215565,Lead,"[""Finance""]","[""Boston, MA"", ""Atlanta, GA"", ""Remote"", ""New York, NY""]","[""Cloud"", ""Python"", ""Tableau"", ""Java"", ""JavaScript""]","[""Cloud"", ""python"", ""dataviz"", ""Java"", ""react""]",0.698
C03625,Candidate_3625,11,Associate,198307,Lead,"[""Education"", ""Finance"", ""Healthcare""]","[""New York, NY"", ""San Francisco, CA"", ""Los Angeles, CA"", ""Seattle, WA""]","[""Tableau"", ""Statistics"", ""Project Management"", ""Machine Learning"", ""JavaScript"", ""Communication""]","[""data visualization"", ""statistics"", ""Project Management"", ""Machine Learning"", ""javascript"", ""presentation""]",0.754
C03626,Candidate_3626,19,Master,198866,Lead,"[""Energy""]","[""Austin, TX""]","[""Excel"", ""Java"", ""R"", ""Leadership"", ""Docker"", ""TensorFlow""]","[""spreadsheets"", ""java"", ""R"", ""leadership"", ""kubernetes"", ""tf""]",0.638
C03627,Candidate_3627,5,Associate,134461,Senior,"[""Technology"", ""Energy""]","[""Los Angeles, CA"", ""Boston, MA"", ""Remote""]","[""Tableau"", ""Java"", ""Docker"", ""Cloud""]","[""Tableau""]",0.457
C03628,Candidate_3628,15,Master,214573,Lead,"[""Media"", ""Energy"", ""Manufacturing""]","[""San Francisco, CA""]","[""Statistics"", ""Python"", ""Docker""]","[""Statistics"", ""Python"", ""kubernetes""]",0.314
C03629,Candidate_3629,2,Bachelor,104960,Mid,"[""Finance"", ""Transportation"", ""Retail""]","[""New York, NY"", ""Chicago, IL"", ""San Francisco, CA""]","[""Data Analysis"", ""JavaScript"", ""SQL"", ""Docker"", ""Python"", ""Communication""]","[""analytics"", ""PostgreSQL"", ""Python"", ""Communication""]",0.872
C03630,Candidate_3630,11,Bachelor,166645,Lead,"[""Manufacturing"", ""Media"", ""Healthcare""]","[""Remote"", ""Seattle, WA"", ""Denver, CO"", ""Los Angeles, CA""]","[""Project Management"", ""JavaScript"", ""TensorFlow"", ""Machine Learning"", ""Leadership"", ""Python""]","[""PM"", ""JavaScript"", ""tensorflow"", ""ML"", ""python""]",0.643
C03631,Candidate_3631,9,Master,135849,Senior,"[""Transportation"", ""Finance"", ""Retail""]","[""Austin, TX"", ""Los Angeles, CA""]","[""Leadership"", ""Docker"", ""Tableau"", ""TensorFlow"", ""Machine Learning"", ""Data Analysis"", ""Cloud""]","[""people management"", ""kubernetes"", ""Tableau"", ""tensorflow"", ""deep learning"", ""data analytics"", ""azure""]",0.823
C03632,Candidate_3632,4,Bachelor,95432,Mid,"[""Healthcare""]","[""Boston, MA"", ""Austin, TX"", ""Atlanta, GA""]","[""Tableau"", ""Cloud"", ""NLP"", ""Python"", ""Leadership"", ""TensorFlow""]","[""gcp"", ""NLP"", ""Python3"", ""team lead"", ""pytorch""]",0.556
C03633,Candidate_3633,10,Master,216601,Lead,"[""Retail"", ""Healthcare""]","[""Los Angeles, CA"", ""San Francisco, CA""]","[""Statistics"", ""NLP"", ""SQL"", ""JavaScript""]","[""statistical analysis"", ""NLP"", ""MySQL"", ""js""]",0.834
C03634,Candidate_3634,4,Bachelor,98192,Mid,"[""Manufacturing""]","[""New York, NY""]","[""Docker"", ""Python"", ""JavaScript"", ""SQL"", ""R""]","[""kubernetes"", ""py"", ""react"", ""sql"", ""R programming""]",0.478
C03635,Candidate_3635,17,PhD,206488,Lead,"[""Energy""]","[""San Francisco, CA"", ""Atlanta, GA""]","[""SQL"", ""NLP"", ""Machine Learning"", ""Java"", ""Project Management"", ""Tableau"", ""TensorFlow""]","[""MySQL"", ""nlp"", ""AI/ML"", ""java"", ""agile"", ""tensorflow""]",0.528
C03636,Candidate_3636,6,Bachelor,121535,Senior,"[""Technology"", ""Education""]","[""Chicago, IL"", ""Atlanta, GA"", ""New York, NY""]","[""Excel"", ""Leadership"", ""Tableau"", ""Communication"", ""Statistics"", ""Data Analysis""]","[""excel"", ""tableau"", ""communication"", ""stats"", ""data analysis""]",0.667
C03637,Candidate_3637,20,Associate,159389,Lead,"[""Healthcare"", ""Retail""]","[""Chicago, IL"", ""Remote"", ""New York, NY""]","[""JavaScript"", ""Tableau"", ""Machine Learning"", ""Python"", ""Data Analysis"", ""NLP""]","[""react"", ""dataviz"", ""ML"", ""py"", ""Data Analysis""]",0.706
C03638,Candidate_3638,14,Bachelor,158962,Lead,"[""Healthcare"", ""Technology""]","[""Seattle, WA"", ""San Francisco, CA""]","[""Statistics"", ""Machine Learning"", ""Excel"", ""Communication"", ""Tableau"", ""Docker"", ""Project Management""]","[""stats"", ""AI/ML"", ""Excel"", ""Communication"", ""Tableau""]",0.72
C03639,Candidate_3639,3,Master,100158,Mid,"[""Transportation"", ""Energy"", ""Healthcare""]","[""Remote"", ""Denver, CO"", ""Chicago, IL""]","[""R"", ""Leadership"", ""Docker"", ""Machine Learning"", ""Statistics"", ""SQL""]","[""R"", ""Leadership"", ""kubernetes"", ""AI/ML"", ""stats""]",0.663
C03640,Candidate_3640,6,Associate,122081,Senior,"[""Consulting""]","[""Austin, TX"", ""Remote"", ""Chicago, IL"", ""Atlanta, GA""]","[""NLP"", ""Cloud"", ""R"", ""TensorFlow"", ""Java"", ""Tableau"", ""JavaScript""]","[""natural language processing"", ""Cloud"", ""R"", ""TensorFlow"", ""java"", ""data visualization"", ""js""]",0.588
C03641,Candidate_3641,19,Bachelor,223730,Lead,"[""Energy""]","[""Boston, MA"", ""Remote"", ""Atlanta, GA"", ""Los Angeles, CA""]","[""Excel"", ""Data Analysis"", ""SQL"", ""Leadership"", ""NLP""]","[""analytics"", ""sql"", ""team lead"", ""natural language processing""]",0.705
C03642,Candidate_3642,20,Associate,212188,Lead,"[""Energy"", ""Retail""]","[""Atlanta, GA"", ""San Francisco, CA""]","[""Tableau"", ""Python"", ""Java"", ""Machine Learning"", ""R""]","[""tableau"", ""python"", ""Java"", ""ML"", ""r""]",0.472
C03643,Candidate_3643,14,Master,213960,Lead,"[""Retail"", ""Consulting"", ""Finance""]","[""Remote"", ""Chicago, IL"", ""San Francisco, CA"", ""Los Angeles, CA""]","[""Python"", ""Leadership"", ""Excel"", ""Statistics"", ""JavaScript"", ""SQL""]","[""py"", ""Leadership"", ""Statistics"", ""node.js"", ""SQL""]",0.626
C03644,Candidate_3644,16,Bachelor,178063,Lead,"[""Transportation""]","[""Chicago, IL"", ""San Francisco, CA"", ""Austin, TX"", ""Atlanta, GA""]","[""Java"", ""Data Analysis"", ""R"", ""SQL"", ""JavaScript"", ""Machine Learning""]","[""java"", ""analytics"", ""R programming"", ""postgres"", ""javascript"", ""Machine Learning""]",0.62
C03645,Candidate_3645,17,Bachelor,204486,Lead,"[""Transportation"", ""Education""]","[""Denver, CO""]","[""Project Management"", ""R"", ""Statistics"", ""Docker"", ""Machine Learning"", ""Python"", ""Leadership""]","[""project management"", ""R programming"", ""stats"", ""Docker"", ""Machine Learning"", ""py"", ""people management""]",0.857
C03646,Candidate_3646,13,Bachelor,174389,Lead,"[""Manufacturing"", ""Transportation""]","[""Denver, CO"", ""San Francisco, CA"", ""Los Angeles, CA"", ""Chicago, IL""]","[""NLP"", ""Statistics"", ""Python""]","[""statistical analysis"", ""python""]",0.622
C03647,Candidate_3647,19,Master,193021,Lead,"[""Energy"", ""Media""]","[""New York, NY"", ""San Francisco, CA"", ""Chicago, IL"", ""Los Angeles, CA""]","[""Project Management"", ""SQL"", ""Tableau"", ""Cloud"", ""Java"", ""Machine Learning"", ""R""]","[""agile"", ""sql"", ""Cloud"", ""java"", ""Machine Learning"", ""R""]",0.487
C03648,Candidate_3648,18,PhD,196721,Lead,"[""Education""]","[""Austin, TX"", ""Los Angeles, CA"", ""Boston, MA""]","[""Data Analysis"", ""Cloud"", ""JavaScript"", ""Machine Learning""]","[""analytics"", ""javascript""]",0.675
C03649,Candidate_3649,2,Bachelor,133024,Mid,"[""Technology"", ""Energy"", ""Education""]","[""San Francisco, CA"", ""Los Angeles, CA"", ""Chicago, IL"", ""Denver, CO""]","[""Machine Learning"", ""Excel"", ""JavaScript""]","[""Machine Learning"", ""react""]",0.833
C03650,Candidate_3650,2,Bachelor,121409,Mid,"[""Media"", ""Transportation"", ""Retail""]","[""Remote"", ""Chicago, IL"", ""Atlanta, GA"", ""Austin, TX""]","[""Data Analysis"", ""Statistics"", ""JavaScript"", ""Cloud"", ""Excel""]","[""data analysis"", ""stats"", ""node.js"", ""azure"", ""Excel""]",0.53
C03651,Candidate_3651,0,Master,71908,Entry,"[""Education"", ""Manufacturing""]","[""Boston, MA"", ""Los Angeles, CA"", ""San Francisco, CA""]","[""Project Management"", ""Python"", ""SQL""]","[""agile"", ""python"", ""sql""]",0.662
C03652,Candidate_3652,3,Master,114976,Mid,"[""Education"", ""Energy"", ""Retail""]","[""Boston, MA"", ""Atlanta, GA"", ""Austin, TX"", ""Chicago, IL""]","[""JavaScript"", ""Java"", ""Tableau"", ""Cloud"", ""Python""]","[""react"", ""java"", ""dataviz"", ""AWS"", ""Python""]",0.479
C03653,Candidate_3653,1,Bachelor,72706,Entry,"[""Retail"", ""Education""]","[""San Francisco, CA""]","[""Machine Learning"", ""JavaScript"", ""Cloud"", ""Statistics"", ""R"", ""Data Analysis""]","[""JavaScript"", ""gcp"", ""statistics"", ""r"", ""data analysis""]",0.444
C03654,Candidate_3654,8,Bachelor,158290,Senior,"[""Technology"", ""Manufacturing"", ""Energy""]","[""Remote"", ""Atlanta, GA"", ""Denver, CO"", ""Seattle, WA""]","[""Leadership"", ""Excel"", ""Machine Learning"", ""TensorFlow""]","[""leadership"", ""Excel"", ""Machine Learning"", ""pytorch""]",0.505
C03655,Candidate_3655,9,Bachelor,137040,Senior,"[""Finance"", ""Education""]","[""Atlanta, GA"", ""Austin, TX"", ""Seattle, WA"", ""Denver, CO""]","[""SQL"", ""Communication"", ""Java"", ""Python"", ""TensorFlow"", ""Docker""]","[""sql"", ""Communication"", ""java"", ""Python3"", ""tf"", ""k8s""]",0.837
